Symbol,ArzeshKole,userid,tradedate,karmozd
حتوکا,8900000,13240,7/5/2021,27056
حتوکا,49946800,13240,7/5/2021,151838
توریل,45914100,27489,7/5/2021,139579
هرمز,32962800,69091,7/5/2021,100207
حتوکا,68316400,13240,7/5/2021,207682
حتوکا,42624000,13240,7/5/2021,129577
حتوکا,30192000,13240,7/5/2021,91784
حتوکا,8900000,13240,7/5/2021,27056
هرمز,312000000,69091,7/5/2021,948480
توریل,5181400,27489,7/5/2021,15751
توریل,29620000,27489,7/5/2021,90045
توریل,91910860,27489,7/5/2021,279409
حکشتی,52170000,18824,7/5/2021,158597
هرمز,1215037200,69091,7/5/2021,3693713
فملی,109710000,26541,7/5/2021,333518
افق,355700000,69929,7/5/2021,1081328
حتوکا,10680000,13240,7/5/2021,32467
حتوکا,17800000,13240,7/5/2021,54112
حتوکا,26655000,13240,7/5/2021,81031
ومدیر,1563632,69679,7/5/2021,4753
حتوکا,266400,13240,7/5/2021,810
حتوکا,53280000,13240,7/5/2021,161971
حتوکا,8900000,13240,7/5/2021,27056
دشیمی,10615000,26982,7/5/2021,32270
هرمز,269441736,69091,7/5/2021,819103
فملی,60023040,14763,7/5/2021,182470
حتوکا,83032600,13240,7/5/2021,252419
حتوکا,65712000,13240,7/5/2021,199764
حتوکا,31097500,13240,7/5/2021,94536
حتوکا,29889140,13240,7/5/2021,90863
حتوکا,5328000,13240,7/5/2021,16197
حتوکا,9821280,13240,7/5/2021,29857
حتوکا,5203680,13240,7/5/2021,15819
حتوکا,39498240,13240,7/5/2021,120075
حتوکا,23088000,13240,7/5/2021,70188
شسینا,3363200,26982,7/5/2021,10224
حتوکا,14936160,13240,7/5/2021,45406
حتوکا,32997250,13240,7/5/2021,100312
حتوکا,30228250,13240,7/5/2021,91894
غپاک,22322880,29453,7/5/2021,67862
هرمز,5466300,69091,7/5/2021,16618
خگستر,131000000,690,7/5/2021,398240
حتوکا,15779760,13240,7/5/2021,47970
حتوکا,14927750,13240,7/5/2021,45380
حتوکا,71120000,13240,7/5/2021,216205
حتوکا,389239750,13240,7/5/2021,1183289
حتوکا,99615840,13240,7/5/2021,302832
حتوکا,40434500,13240,7/5/2021,122921
افق,357050000,69929,7/5/2021,1085432
کویر,434100000,40674,7/5/2021,1319664
کویر,28940000,40674,7/5/2021,87978
کویر,25727660,40674,7/5/2021,78212
کویر,29287280,40674,7/5/2021,89033
کویر,72350000,40674,7/5/2021,219944
کویر,53625820,40674,7/5/2021,163022
کویر,7235000,40674,7/5/2021,21994
کویر,584255190,40674,7/5/2021,1776136
کویر,72350000,40674,7/5/2021,219944
کویر,20243530,40674,7/5/2021,61540
کویر,118885520,40674,7/5/2021,361412
فباهنرح,8325000,2061,7/5/2021,25308
هرمز,1282831284,69091,7/5/2021,3899807
نمرینو,2424640,26982,7/5/2021,7371
صایند,86843400,1786,7/5/2021,13027
کویر,1258890000,40674,7/5/2021,3827026
کویر,188110000,40674,7/5/2021,571854
تکنو,16590000,13005,7/5/2021,50434
تلیسه,6466000,26982,7/5/2021,19657
خگستر,105766780,690,7/5/2021,321531
افق,110257040,69929,7/5/2021,335181
خگستر,13100000,690,7/5/2021,39824
خگستر,12133220,690,7/5/2021,36885
آریا,8942500,14763,7/5/2021,27185
شخارک,2002800,13457,7/5/2021,6089
وبملت,12433358,11834,7/5/2021,37797
وسلرستا,11936342,994,7/5/2021,36286
صایند,94610400,1786,7/5/2021,14192
فملی,97600000,19746,7/5/2021,296704
افق,15424560,69929,7/5/2021,46891
وسلرستا,51863658,994,7/5/2021,157666
چدن,16949384,25217,7/5/2021,51526
چدن,8368000,25217,7/5/2021,25439
اخابر,17640000,9388,7/5/2021,53626
مرقام,9544990,29453,7/5/2021,29017
مرقام,77643930,29453,7/5/2021,236038
مرقام,68934320,29453,7/5/2021,209560
چافست,14750000,20060,7/5/2021,44840
چدن,16522616,25217,7/5/2021,50229
چافست,10177500,21578,7/5/2021,30940
نمرینو,1363860,26982,7/5/2021,4146
وسبحان,26400000,9388,7/5/2021,80256
غنوش,51691080,18926,7/5/2021,157141
توریل,26661570,27489,7/5/2021,81051
توریل,31347180,27489,7/5/2021,95295
غنوش,3754800,18926,7/5/2021,11415
ثبهساز,1305830,25788,7/5/2021,3970
وتوکا,9087180,14763,7/5/2021,27625
پرداخت,20250000,14524,7/5/2021,61560
پرداخت,20250000,14524,7/5/2021,61560
پالایش,5041710,25217,7/5/2021,4790
پالایش,30463290,25217,7/5/2021,28940
غویتا,10180000,13898,7/5/2021,30947
غویتا,101800000,13898,7/5/2021,309472
غویتا,8510480,13898,7/5/2021,25872
غویتا,65457400,13898,7/5/2021,198990
غویتا,5028920,13898,7/5/2021,15288
غویتا,10180000,13898,7/5/2021,30947
غویتا,114321400,13898,7/5/2021,347537
داسوه,24000000,20060,7/5/2021,72960
هرمز,4060680,69091,7/5/2021,12344
صایند,703889400,1786,7/5/2021,105583
وآوا,8631000,20818,7/5/2021,26238
کچاد,91514780,8751,7/5/2021,278205
کچاد,6498380,8751,7/5/2021,19755
کچاد,277720240,8751,7/5/2021,844270
افق,231368400,69929,7/5/2021,703360
خبهمن,9819300,26758,7/5/2021,29851
فپنتا,6215040,9388,7/5/2021,18894
کرمان,35902620,4234,7/5/2021,109144
پترول,1392000,25217,7/5/2021,4232
اعتلا,293235667,40511,7/5/2021,891436
اعتلا,452664333,40511,7/5/2021,1376100
اعتلا,249011256,40511,7/5/2021,756994
اعتلا,203653077,40511,7/5/2021,619105
اعتلا,293235667,40511,7/5/2021,891436
فپنتا,9711000,9388,7/5/2021,29521
اعتلا,745900000,40511,7/5/2021,2267536
اعتلا,42493923,40511,7/5/2021,129182
اعتلا,564243514,40511,7/5/2021,1715300
اعتلا,139162563,40511,7/5/2021,423054
فپنتا,155376000,9388,7/5/2021,472343
اعتلا,745900000,40511,7/5/2021,2267536
فپنتا,22917960,9388,7/5/2021,69671
شاروم,156900000,8464,7/5/2021,476976
شپنا,4568400,14763,7/5/2021,13888
شاروم,9931770,8464,7/5/2021,30193
شاروم,5177700,8464,7/5/2021,15740
لبوتان,26375000,31769,7/5/2021,80180
غچین,16753000,8811,7/5/2021,50929
فملی,6110000,26541,7/5/2021,18574
فملی,24440000,26541,7/5/2021,74298
فملی,5071300,26541,7/5/2021,15417
فملی,67210000,26541,7/5/2021,204318
فملی,11315720,26541,7/5/2021,34400
فملی,1942980,26541,7/5/2021,5907
فملی,6110000,26541,7/5/2021,18574
وخارزم,5290000,2061,7/5/2021,16082
وپویا,1048800,319,7/5/2021,3188
افق,214260000,69929,7/5/2021,651350
فباهنرح,8350000,2061,7/5/2021,25384
فاراک,5053506,10086,7/5/2021,15363
شتران,48550000,1215,7/5/2021,147592
تکشا,29600000,14495,7/5/2021,89984
فاراک,12753560,10086,7/5/2021,38771
فاراک,5344700,10086,7/5/2021,16248
شصفها,12752000,28950,7/5/2021,38766
فردا,163816170,27014,7/5/2021,24572
خساپا,68796000,20294,7/5/2021,209140
فاراک,5897600,10086,7/5/2021,17929
تکشا,9916000,14495,7/5/2021,30145
فاراک,6081900,10086,7/5/2021,18489
فاراک,1728734,10086,7/5/2021,5255
خساپا,95550000,20294,7/5/2021,290472
خساپا,17963400,20294,7/5/2021,54609
خساپا,76440000,20294,7/5/2021,232378
تاپیکو,20955350,22842,7/5/2021,63704
تکشا,13764000,14495,7/5/2021,41843
خساپا,84848400,20294,7/5/2021,257939
شیران,22250000,3596,7/5/2021,67640
فباهنرح,8355000,2061,7/5/2021,25399
وبملت,88585080,11834,7/5/2021,269299
خمحرکه,23532000,14822,7/5/2021,71537
فولاد,292040,12902,7/5/2021,888
دیران,97020000,13898,7/5/2021,294941
خمحرکه,211788000,14822,7/5/2021,643836
دیران,5390000,13898,7/5/2021,16386
وسپه,22380000,9863,7/5/2021,68035
صایند,698670000,1786,7/5/2021,104801
غنوش,254400000,28775,7/5/2021,773376
خگستر,134847990,22522,7/5/2021,409938
خگستر,397767700,20294,7/5/2021,1209214
تسه0001,57600000,70418,7/6/2021,230400
تسه0001,44400000,70418,7/6/2021,177600
تسه0001,11400000,70418,7/6/2021,45600
تسه0001,6000000,70418,7/6/2021,24000
تسه0001,600000,70418,7/6/2021,2400
تسه9910,68999885,70414,7/6/2021,276000
تسه9910,47999920,70414,7/6/2021,192000
تسه9910,2999995,70414,7/6/2021,12000
اپال,515750000,40383,7/6/2021,1567880
اپال,247560000,40383,7/6/2021,752582
اپال,242897620,40383,7/6/2021,738409
اپال,206300000,40383,7/6/2021,627152
اپال,61890000,40383,7/6/2021,188146
اپال,41260000,40383,7/6/2021,125430
اپال,20630000,40383,7/6/2021,62715
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,8252000,40383,7/6/2021,25086
اپال,7694990,40383,7/6/2021,23393
اپال,7591840,40383,7/6/2021,23079
اپال,5260650,40383,7/6/2021,15992
اپال,5260650,40383,7/6/2021,15992
اپال,2393080,40383,7/6/2021,7275
اپال,2063000,40383,7/6/2021,6272
اپال,1444100,40383,7/6/2021,4390
اپال,1444100,40383,7/6/2021,4390
اپال,247560,40383,7/6/2021,753
اپال,82520,40383,7/6/2021,251
اپال,20630,40383,7/6/2021,63
اپال,20630,40383,7/6/2021,63
اپال,20630,40383,7/6/2021,63
شستا,275400000,16355,7/6/2021,837216
شستا,137700000,1037,7/6/2021,418608
اپال,313424000,40383,7/6/2021,952809
اپال,313424000,40383,7/6/2021,952809
اپال,439453440,40383,7/6/2021,1335938
اپال,439453440,40383,7/6/2021,1335938
اپال,556245120,40383,7/6/2021,1690985
اپال,62354880,40383,7/6/2021,189559
اپال,41200000,40383,7/6/2021,125248
اپال,49625400,40383,7/6/2021,150861
اپال,218174600,40383,7/6/2021,663251
اپال,309000000,40383,7/6/2021,939360
اپال,455260000,40383,7/6/2021,1383990
اپال,455260000,40383,7/6/2021,1383990
اپال,455260000,40383,7/6/2021,1383990
اپال,167045400,40383,7/6/2021,507818
بترانس,980000000,16105,7/6/2021,2979200
بترانس,980000000,16105,7/6/2021,2979200
اپال,8054600,40383,7/6/2021,24486
بترانس,490000000,259,7/6/2021,1489600
بترانس,490000000,259,7/6/2021,1489600
کسرا,11678880,18975,7/6/2021,35504
سرود,218100000,27489,7/6/2021,663024
نوری,445000000,7801,7/6/2021,1352800
چافست,30200000,12099,7/6/2021,91808
سخاش,5868160,24383,7/6/2021,17839
حبندر,49575840,994,7/6/2021,150711
حبندر,49432640,994,7/6/2021,150275
حبندر,10052640,994,7/6/2021,30560
حبندر,4410560,994,7/6/2021,13408
حبندر,801920,994,7/6/2021,2438
مبین,10212000,9863,7/6/2021,31044
ختراک,31407430,994,7/6/2021,95479
ختراک,8349750,994,7/6/2021,25383
کویر,222750000,24056,7/6/2021,677160
وسهرمز,19440000,154,7/6/2021,59098
کویر,44550000,28662,7/6/2021,135432
کویر,13855050,28662,7/6/2021,42119
آتیمس,165993540,40674,7/6/2021,157694
آتیمس,21772500,40674,7/6/2021,20684
آتیمس,16721280,40674,7/6/2021,15885
اپال,13637910,40383,7/6/2021,41459
برکت,5211700,19932,7/6/2021,15844
اپال,603462090,40383,7/6/2021,1834525
اپال,617100000,40383,7/6/2021,1875984
اپال,617100000,40383,7/6/2021,1875984
اپال,219337910,40383,7/6/2021,666787
اپال,10285000,40383,7/6/2021,31266
فروی,48856500,4234,7/6/2021,148524
اپال,78927090,40383,7/6/2021,239938
کزغال,875401436,11062,7/6/2021,2661220
کزغال,370760000,11062,7/6/2021,1127110
کزغال,58246396,11062,7/6/2021,177069
کزغال,30328168,11062,7/6/2021,92198
کزغال,148304000,7321,7/6/2021,450844
کزغال,18538000,7321,7/6/2021,56356
کزغال,5561400,7321,7/6/2021,16907
اپال,640848000,40383,7/6/2021,1948178
اپال,616200000,40383,7/6/2021,1873248
اپال,616200000,40383,7/6/2021,1873248
اپال,180752000,40383,7/6/2021,549486
اپال,127348000,40383,7/6/2021,387138
اپال,1090149000,40383,7/6/2021,3314053
اپال,959851000,40383,7/6/2021,2917947
اپال,635500000,40383,7/6/2021,1931920
غبهار,39000000,28640,7/6/2021,118560
اپال,8180000,40383,7/6/2021,24867
اپال,6625800,40383,7/6/2021,20142
اپال,204500000,40383,7/6/2021,621680
اپال,24540000,40383,7/6/2021,74602
اپال,8180000,40383,7/6/2021,24867
اپال,8180000,40383,7/6/2021,24867
اپال,8180000,40383,7/6/2021,24867
سصفها,19014000,31792,7/6/2021,57803
اپال,10225000,40383,7/6/2021,31084
وبملت,52164480,40251,7/6/2021,158580
اپال,117894250,40383,7/6/2021,358399
اپال,8180000,40383,7/6/2021,24867
اپال,208099200,40383,7/6/2021,632622
وبملت,355520,40251,7/6/2021,1081
کسرا,28240000,18975,7/6/2021,85850
خودرو,99403250,30255,7/6/2021,302186
برکت,195871400,19932,7/6/2021,595449
اپال,25255750,40383,7/6/2021,76777
اپال,638040000,40383,7/6/2021,1939642
اپال,29233200,40383,7/6/2021,88869
فملی,99040000,20294,7/6/2021,301082
خپارس,122500000,17258,7/6/2021,372400
اپال,103000000,40368,7/6/2021,313120
بموتو,104120000,24328,7/6/2021,316525
اپال,6180000,40383,7/6/2021,18787
اپال,6180000,40383,7/6/2021,18787
اپال,6180000,40383,7/6/2021,18787
اپال,6180000,40383,7/6/2021,18787
اپال,6180000,40383,7/6/2021,18787
اپال,6180000,40383,7/6/2021,18787
اپال,6180000,40383,7/6/2021,18787
اپال,6180000,40383,7/6/2021,18787
اپال,3914000,40383,7/6/2021,11899
اپال,2268200,40383,7/6/2021,6895
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
بترانس,24400000,31769,7/6/2021,74176
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,1216580,40383,7/6/2021,3698
اپال,4969420,40383,7/6/2021,15107
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,1216580,40383,7/6/2021,3698
اپال,4971830,40383,7/6/2021,15114
اپال,3280170,40383,7/6/2021,9972
اپال,2908830,40383,7/6/2021,8843
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,1217170,40383,7/6/2021,3700
اپال,2289930,40383,7/6/2021,6961
اپال,2683200,40383,7/6/2021,8157
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
تاپیکو,136500000,2134,7/6/2021,414960
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,1444800,40383,7/6/2021,4392
اپال,4747200,40383,7/6/2021,14431
اپال,660480,40383,7/6/2021,2008
اپال,5531520,40383,7/6/2021,16816
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
ثفارس,177022500,17196,7/6/2021,538148
ثفارس,22500000,17196,7/6/2021,68400
ثفارس,490335000,17196,7/6/2021,1490618
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
بنو,9744000,7428,7/6/2021,29622
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
سپاس,8704664,57693,7/6/2021,1306
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6192000,40383,7/6/2021,18824
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6186000,40383,7/6/2021,18805
اپال,6186000,40383,7/6/2021,18805
اپال,1072240,40383,7/6/2021,3260
اپال,5116240,40383,7/6/2021,15553
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
برکت,39510000,19932,7/6/2021,120110
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6186000,40383,7/6/2021,18805
اپال,3773460,40383,7/6/2021,11471
اپال,2413710,40383,7/6/2021,7338
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
وسلرستا,34265000,20294,7/6/2021,104166
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
پارس,94502400,1071,7/6/2021,287287
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
آتیمس,180574974,40674,7/6/2021,171546
آتیمس,17600000,40674,7/6/2021,16720
آتیمس,59840000,40674,7/6/2021,56848
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
نوری,443500000,7801,7/6/2021,1348240
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
پارس,25337600,1071,7/6/2021,77026
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
برکت,2570100,2061,7/6/2021,7813
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
برکت,76509900,2061,7/6/2021,232590
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
آتیمس,20277375,40674,7/6/2021,19264
آتیمس,17650000,40674,7/6/2021,16768
آتیمس,17700000,40674,7/6/2021,16815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپرداز,8567260,40674,7/6/2021,26044
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
اپال,6189000,40383,7/6/2021,18815
